household_email,appliance_number,hspf,seer
lmaybury@finhigh.com,1,24.1,25.7
lmondella@conecom.com,4,27.1,28.9
lnachor@scottech.com,1,28,51.1
lpaa@dontechi.com,4,24.4,58.1
lparlato@donquadtech.com,2,22.7,26.5
lparvis@j-texon.com,2,14.7,38.4
lparvis@lexiqvolax.com,1,19.3,46
lpugh@yearin.com,3,22.2,46.5
lsamu@inity.com,1,17.4,39.1
lschemmer@dontechi.com,2,16.2,41.4
lstimmel@iselectrics.com,2,25.1,31.6
lsyrop@domzoom.com,1,17.2,34.9
ltimenez@rangreen.com,1,25.9,54.7
lwenner@blackzim.com,3,22.1,28.4
mbookamer@finjob.com,2,23.9,61.8
mcallaro@domzoom.com,1,14.4,42.6
mcorrio@finhigh.com,1,17.7,50.7
mdarakjy@stanredtax.com,2,24.3,46.2
mfillingim@kinnamplus.com,1,27.8,48.6
mfoller@codehow.com,1,22.9,50.9
mhoogland@betatech.com,3,17.9,48.9
mklonowski@finhigh.com,2,21.8,54.9
mklonowski@finjob.com,4,18.8,44.1
mkolmetz@bioholding.com,2,25.4,48.5
mloder@year-job.com,1,15.7,38.5
mmalet@plussunin.com,1,27.1,30.8
mmccullan@rantouch.com,1,22.2,38.4
mmcnease@nam-zim.com,1,20.3,43.3
mperigo@j-texon.com,4,26.2,36.2
mrulapaugh@rundofase.com,2,23.3,22.3
msawchuk@newex.com,2,27.7,38
mvinning@silis.com,3,16.6,46
mzagen@sumace.com,1,21.2,54
nbennick@groovestreet.com,4,21.8,49
nchavous@j-texon.com,1,22.3,51.3
ndorshorst@treequote.com,3,16.9,44.2
nlayous@warephase.com,1,19.2,35.2
nloader@kinnamplus.com,1,21,39.3
nweight@stanredtax.com,5,25.3,46.8
oloder@dambase.com,1,22.1,44.3
ostockham@y-corporation.com,2,22.2,45.2
peschberger@groovestreet.com,3,22.8,49
pgleich@domzoom.com,1,27.5,56.4
pmai@hottechi.com,3,21.1,47.7
pmerced@plussunin.com,2,13.7,34.4
pweight@warephase.com,3,23.2,61.7
pwenner@plexzap.com,1,17.4,45.3
qdilliard@finhigh.com,3,21.4,49
qflosi@domzoom.com,4,22.6,43.1
qneither@domzoom.com,2,24.2,38.5
qneither@domzoom.com,4,22.8,33.9
rbachman@sumace.com,3,22.2,13.5
rbenimadho@rangreen.com,3,22.4,40.7
rbriddick@donware.com,1,21.2,56.6
rbrossart@gogozoom.com,3,20.8,38.7
rbubash@scotfind.com,1,22.9,48
rcentini@bioplex.com,4,23.5,49
rchavous@dontechi.com,1,24.4,36.8
rdenooyer@openlane.com,2,19.4,52.8
rdorshorst@labdrill.com,2,24.4,46.9
rfigeroa@streethex.com,1,19.7,64.1
rgibes@opentech.com,5,21.5,36.8
rhaufler@faxquote.com,3,23.1,44.9
rpaskin@silis.com,6,25.5,36.4
rrulapaugh@xx-holding.com,1,24.3,30.7
rskulski@dontechi.com,1,31.8,37.5
rstaback@faxquote.com,1,27.3,61.5
rstenseth@j-texon.com,2,23.1,35.4
rsturiale@funholding.com,3,25.8,26.2
rtegarden@silis.com,3,20.3,14.6
rtheodorov@openlane.com,3,22.5,46.9
rworlds@zoomit.com,4,20.4,56.1
samigon@labdrill.com,1,25.5,46.7
sandreason@goodsilron.com,1,20.3,32.1
sangalich@faxquote.com,1,22.3,43.2
sangalich@stanredtax.com,2,23.8,44.6
sberganza@betatech.com,3,24.9,44.3
sberlanga@rantouch.com,2,24.4,40.6
sbevelacqua@konmatfix.com,2,20.1,55
sbreland@newex.com,4,25.2,39.4
sbuemi@dalttechnology.com,1,29.2,52.6
scentini@ron-tech.com,4,23.1,50.8
scomnick@zencorporation.com,3,20.8,47
sengelberg@sunnamplex.com,3,20.4,46.1
sferrario@inity.com,1,23.3,54.7
sgoldammer@j-texon.com,1,14,33.8
skiel@zoomit.com,2,25.9,43
slouissant@lexiqvolax.com,1,17.5,60.5
slouissant@lexiqvolax.com,3,21.4,52.2
slukasik@finjob.com,1,20,49.1
smotley@newex.com,3,23.8,53.9
spoullion@fasehatice.com,3,25.7,45
sriopelle@opentech.com,4,18,53.7
sturinetti@sumace.com,2,26.2,58.8
syaw@statholdings.com,3,19.5,49.6
tbrachle@plusstrip.com,2,21.3,49.1
tbrideau@fasehatice.com,1,24.3,51.2
tcaudy@plexzap.com,3,30.2,45.1
tfeichtner@goodsilron.com,1,23.3,42.1
tferencz@rantouch.com,3,19.7,36.9
tharoldson@groovestreet.com,2,22.3,37.1
thirpara@finhigh.com,1,20.2,36.5
thusser@condax.com,1,26.3,22.1
tkiel@treequote.com,1,18.5,45.1
tlukasik@cancity.com,5,21.5,31.3
tnicolozakes@kinnamplus.com,1,27.3,46
tpalaspas@golddex.com,1,24,48.5
tperin@betatech.com,2,23.8,48.9
tsemidey@bioplex.com,1,24.3,50
tshields@warephase.com,3,20.2,52.3
tthyberg@year-job.com,2,15.5,33.8
vbookamer@domzoom.com,2,27.3,64.2
vcantres@year-job.com,8,29.1,32.5
vcookey@donware.com,3,22.6,41.7
vmccullan@konmatfix.com,2,20.4,38.9
vmunns@plussunin.com,4,19.9,34.8
vstuer@dambase.com,2,23.6,45.9
vvizarro@hatfan.com,1,25.7,29.3
wbuzick@y-corporation.com,1,25.4,45.8
wcousey@plussunin.com,1,19.2,27.1
wdickerson@faxquote.com,3,20,50
wkoppinger@rantouch.com,5,22,47.5
wmartabano@green-plus.com,2,27.6,60.4
wmcdoniel@condax.com,2,28.8,25.3
wpapasergi@finjob.com,1,20.3,51.8
wroyster@donware.com,1,22.7,51.4
xsteffensmeier@green-plus.com,1,23.3,60
yandreason@zotware.com,1,19.7,53.3
ygibes@codehow.com,2,18.7,49.6
yhamilton@newex.com,4,23,26.3
yjacobos@plexzap.com,2,21.9,42.7
yjayson@green-plus.com,3,26.5,46.3
yweirather@newex.com,2,29,31.9
aarceo@fasehatice.com,1,25,30.9
aauffrey@golddex.com,1,21,30.5
afarrar@green-plus.com,1,22.9,47.1
akitty@zathunicon.com,1,24.8,44.6
amonterrubio@domzoom.com,3,19.6,45.3
arauser@fasehatice.com,6,19.7,55.9
aschieler@ron-tech.com,1,25.1,38.5
aseewald@conecom.com,4,24.8,44.3
bhiatt@ganjaflex.com,1,18.6,57.3
blueckenbach@finhigh.com,1,19.5,38
cbarfield@fasehatice.com,1,22.4,47.1
cboord@toughzap.com,1,23.5,47.1
cdallen@opentech.com,5,25.6,37.8
chixenbaugh@dalttechnology.com,1,18.7,45.2
cknipp@groovestreet.com,5,24.9,25.4
cmai@golddex.com,1,22.5,45.3
cpontoriero@groovestreet.com,7,20.6,53
creiber@zotware.com,2,28.4,45.5
csayaphon@inity.com,3,22.8,38.6
cscriven@iselectrics.com,3,22.9,40.8
dbrossart@faxquote.com,6,24.8,51.9
ddarakjy@cancity.com,4,17.4,54.6
ddegroot@stanredtax.com,3,24.2,42.5
ddhamer@blackzim.com,2,24.4,36.3
ddiscipio@j-texon.com,5,10.3,26.7
diturbide@isdom.com,2,18.1,74.4
dmcnease@ontomedia.com,1,25.3,46.7
edeleo@kan-code.com,1,19.4,38
eengelberg@inity.com,4,21.6,46.4
emaybury@hatfan.com,1,29,36.5
emcdoniel@green-plus.com,3,22.9,37
emodzelewski@donquadtech.com,2,18.1,49.8
emoyd@dambase.com,3,24.7,42.6
fcallaro@groovestreet.com,2,25.1,44
fchaffins@zathunicon.com,6,25.9,27.5
fchui@conecom.com,6,23.5,29.6
fhoffis@nam-zim.com,2,23.6,36.2
fohms@zumgoity.com,3,23.9,48.1
gberray@hottechi.com,3,20.4,50
gcaldarera@lexiqvolax.com,4,27.9,52.4
ggiguere@scotfind.com,3,16.4,15.9
ghughey@y-corporation.com,1,24.4,36.7
ginouye@scottech.com,2,20.8,43.8
gkusko@singletechno.com,1,18.9,49.6
gmadarang@dalttechnology.com,3,23.6,29.5
gnicolozakes@dambase.com,3,15.1,41.7
gpedrozo@betatech.com,9,19.2,34.7
gtjepkema@codehow.com,1,20.2,32.8
gvenere@gogozoom.com,9,23.2,44.5
hchavous@openlane.com,1,22.4,58.5
hdewar@domzoom.com,1,20.1,45.5
hventura@inity.com,3,23.5,42.4
jfrankel@silis.com,2,24,52.9
jfredicks@hatfan.com,2,24,40.5
jsmith@zathunicon.com,4,19.3,48.8
jsuell@zencorporation.com,1,23.5,45.2
kglick@treequote.com,2,18.9,55.1
kregusters@domzoom.com,3,19.8,40.6
lbeech@golddex.com,1,30.4,43.5
lboord@hottechi.com,1,22.7,66.5
lcousey@dambase.com,3,24.7,48.5
lcoyier@condax.com,1,24,44.8
lmugnolo@doncon.com,1,22.7,37.9
lpaulas@codehow.com,1,21.2,35.9
lpinilla@zumgoity.com,6,24.8,47.5
lrhoden@inity.com,2,22,39.6
lroyster@sunnamplex.com,5,22.1,35.2
lschnitzler@sonron.com,3,17.9,54.5
lstem@labdrill.com,3,14,48.4
lwolfgramm@warephase.com,1,20.4,34.1
marceo@bioplex.com,2,30.7,44.1
mcanlas@donquadtech.com,3,17,50.7
mengelberg@sonron.com,3,27,37.1
mgarufi@nam-zim.com,3,25.4,58.9
mhellickson@konex.com,1,16.4,43.3
mhusser@doncon.com,1,31.1,25.2
mlawler@ontomedia.com,3,19.8,41.8
mslusarski@donquadtech.com,2,27.1,43.6
mslusarski@donquadtech.com,11,18.9,32
msteffensmeier@scottech.com,1,27.4,31.7
nhirpara@doncon.com,1,21,16
nnicolozakes@hottechi.com,1,23.3,44.4
parceo@stanredtax.com,1,15.2,41.1
pdallen@green-plus.com,2,16.6,40.4
pisenhower@blackzim.com,3,23.4,67.3
pparlato@iselectrics.com,6,20.9,45
qschmierer@hatfan.com,3,26.5,54
rabdallah@donquadtech.com,6,24.8,53.1
rbenimadho@rangreen.com,2,22.1,50.6
rdemesa@finjob.com,1,18.1,33.8
rflister@fasehatice.com,1,22.6,54
rfrey@condax.com,1,21.9,35.5
rkoppinger@newex.com,2,27.9,46.2
rlary@j-texon.com,2,30,42.9
sandreason@goodsilron.com,3,19.9,23.8
sslusarski@bioholding.com,2,15.4,48.4
swildfong@lexiqvolax.com,5,16.9,60.7
tchaffins@lexiqvolax.com,2,25.1,27.4
tdinos@sonron.com,3,19.1,53.6
thoopengardner@silis.com,1,12.3,31.9
tlukasik@cancity.com,3,19.7,41.9
tnachor@year-job.com,3,21,43.7
tperruzza@ron-tech.com,6,15.7,56.7
trauser@sunnamplex.com,2,19.1,44.2
vcantres@year-job.com,5,22.6,48.2
vcoody@warephase.com,3,24.6,46.4
vgrenet@cancity.com,7,13.3,30.6
vlapage@dalttechnology.com,3,18.6,61.1
vwenzinger@zathunicon.com,7,21.1,34.3
wauffrey@sumace.com,1,24.2,51.8
wmartabano@green-plus.com,6,24.8,41.4
wmontezuma@zotware.com,1,23.8,49.7
wpinilla@toughzap.com,1,23.5,67.8
yhellickson@plexzap.com,1,18.7,45
ypapasergi@sonron.com,2,24.8,52.1
